assembly_session,vote_id,resolution,amendment,vote_date,significant_vote,yes_votes,no_votes,abstain,colonization,human_rights,israel_palestine,disarmament,nuclear_weapons,economic_development
65,5061,R/65/49,,12/8/2010,0,144,3,36,0,0,0,1,1,0
65,5071,R/65/54,,12/8/2010,0,129,5,49,0,0,0,1,1,0
65,5076,R/65/60,,12/8/2010,0,121,49,14,0,0,0,1,1,0
66,5116,R/66/11,,11/18/2011,0,123,4,6,0,0,0,0,0,0
66,5117,R/66/12,,11/18/2011,1,106,9,40,0,0,0,0,0,0
66,5119,R/66/14,,11/30/2011,1,115,8,53,0,1,1,0,0,0
66,5124,R/66/15,,11/30/2011,1,114,9,54,0,0,1,0,0,0
66,5130,R/66/16,,11/30/2011,0,168,8,3,0,0,1,0,0,0
66,5132,R/66/17,,11/30/2011,0,167,7,4,0,0,1,0,0,0
66,5136,R/66/18,,11/30/2011,0,164,7,5,0,0,1,0,0,0
66,5138,R/66/19,,11/30/2011,0,119,7,53,0,0,1,0,0,0
66,5142,R/66/21,,12/2/2011,0,168,1,1,0,0,0,1,1,0
66,5143,R/66/22,,12/2/2011,0,124,4,46,0,0,0,0,0,0
66,5148,R/66/27,,12/2/2011,0,176,0,2,0,0,0,1,0,0
66,5150,R/66/29,,12/2/2011,0,162,0,18,0,0,0,1,0,0
66,5151,R/66/32,,12/2/2011,0,125,5,48,0,0,0,1,1,0
66,5152,R/66/33,,12/2/2011,0,175,0,3,0,0,0,1,1,0
66,5153,R/66/37,,12/2/2011,0,175,1,2,0,0,0,1,0,0
66,5154,R/66/39,,12/2/2011,0,156,0,23,0,0,0,1,0,0
66,5155,R/66/40,,12/2/2011,0,169,6,6,0,0,0,1,1,0
66,5158,R/66/46,,12/2/2011,0,130,26,23,0,0,0,1,1,0
66,5160,R/66/49,,12/2/2011,0,161,0,18,0,0,0,1,1,0
66,5162,R/66/57,,12/2/2011,0,117,48,12,0,0,0,1,1,0
66,5163,R/66/6,,10/25/2011,1,186,2,3,0,0,0,0,0,1
66,5164,R/66/61,,12/2/2011,0,167,6,5,0,0,1,1,1,0
66,5165,R/66/64,,12/2/2011,0,175,1,3,0,0,0,0,1,0
67,5181,R/67/4,,11/13/2012,1,188,3,2,0,0,0,0,0,0
67,5182,R/67/19,,11/29/2012,1,138,9,41,0,0,1,0,0,0
67,5183,R/67/20,,11/30/2012,1,106,7,56,0,1,1,0,0,0
67,5184,R/67/21,,11/30/2012,1,103,7,61,0,1,1,0,0,0
67,5186,R/67/23,,11/30/2012,0,163,6,5,0,0,1,0,0,0
67,5187,R/67/24,,11/30/2012,0,162,7,6,0,0,1,0,0,0
67,5188,R/67/25,,11/30/2012,0,110,6,59,0,0,1,0,0,0
67,5189,R/67/29,,12/3/2012,0,126,0,57,0,0,0,0,1,0
67,5191,R/67/31,,12/3/2012,0,146,2,35,0,0,0,1,1,0
67,5193,R/67/33,,12/3/2012,0,135,22,26,0,0,0,1,1,0
67,5194,R/67/34,,12/3/2012,0,175,6,5,0,0,0,1,1,0
67,5196,R/67/36,,12/3/2012,0,155,4,27,0,0,0,1,1,0
67,5197,R/67/38,,12/3/2012,0,132,5,50,0,0,0,1,1,0
67,5198,R/67/39,,12/3/2012,0,179,0,4,0,0,0,1,1,0
67,5199,R/67/42,,12/3/2012,0,162,1,20,0,0,0,1,0,0
67,5200,R/67/43,,12/3/2012,0,183,1,1,0,0,0,1,1,0
67,5201,R/67/45,,12/3/2012,0,123,48,15,0,0,0,1,1,0
67,5202,R/67/46,,12/3/2012,0,164,4,19,0,0,0,1,1,0
67,5203,R/67/53,,12/3/2012,0,166,1,21,0,0,0,1,1,0
67,5204,R/67/55,,12/3/2012,0,179,4,4,0,0,0,1,1,0
67,5205,R/67/56,,12/3/2012,0,147,4,31,0,0,0,1,1,0
68,5249,R/68/8,,10/29/2013,1,188,2,3,0,0,0,0,0,0
68,5250,R/68/17,,11/26/2013,0,112,6,58,0,0,1,0,0,0
68,5251,R/68/16,,11/26/2013,0,162,6,8,0,0,1,0,0,0
68,5252,R/68/15,,11/26/2013,0,165,6,6,0,0,1,0,0,0
68,5253,R/68/14,,11/26/2013,0,163,7,7,0,0,1,0,0,0
68,5254,R/68/13,,11/26/2013,1,108,7,59,0,1,1,0,0,0
68,5255,R/68/12,,11/26/2013,1,110,7,56,0,1,1,0,0,0
68,5258,R/68/29,,12/5/2013,0,180,0,2,0,0,0,1,0,0
68,5259,R/68/30,,12/5/2013,0,165,0,19,0,0,0,1,0,0
68,5260,R/68/31,,12/5/2013,1,152,0,29,0,0,0,1,0,0
68,5262,R/68/35,,12/5/2013,0,120,53,9,0,0,0,1,1,0
68,5263,R/68/38,,12/5/2013,0,127,5,52,0,0,0,1,1,0
68,5264,R/68/39,,12/5/2013,0,171,7,5,0,0,0,1,1,0
68,5266,R/68/42,,12/5/2013,0,133,24,25,0,0,0,1,1,0
68,5267,R/68/43,,12/5/2013,1,154,0,28,0,0,0,1,0,0
68,5272,R/68/58,,12/5/2013,0,126,49,9,0,0,0,1,1,0
68,5273,R/68/65,,12/5/2013,0,169,5,6,0,0,1,1,1,0
68,5274,R/68/68,,12/5/2013,0,181,1,3,0,0,0,0,1,0
68,5275,R/68/47,,12/5/2013,0,122,44,17,0,0,0,1,1,0
69,5313,R/69/5,,10/28/2014,1,188,2,3,0,0,0,0,0,1
69,5314,R/69/14,,11/11/2014,0,108,0,1,0,0,0,1,0,0
69,5316,R/69/21,,11/25/2014,1,91,7,59,0,1,1,0,0,0
69,5317,R/69/22,,11/25/2014,0,147,7,9,0,0,1,0,0,0
69,5318,R/69/23,,11/25/2014,0,148,6,8,0,0,1,0,0,0
69,5319,R/69/24,,11/25/2014,0,144,6,10,0,0,1,0,0,0
69,5320,R/69/25,,11/25/2014,0,99,6,57,0,0,1,0,0,0
69,5321,R/69/27,,12/2/2014,0,174,2,1,0,0,0,1,1,0
69,5322,R/69/30,,12/2/2014,0,125,0,56,0,0,0,1,1,0
69,5323,R/69/31,,12/2/2014,0,178,0,2,0,0,0,1,0,0
69,5324,R/69/32,,12/2/2014,0,126,4,46,0,0,0,1,0,0
69,5326,R/69/35,,12/2/2014,0,173,4,3,0,0,0,1,1,0
69,5328,R/69/40,,12/2/2014,0,124,48,10,0,0,0,1,1,0
69,5329,R/69/41,,12/2/2014,0,154,5,20,0,0,0,1,1,0
69,5331,R/69/43,,12/2/2014,0,134,23,23,0,0,0,1,1,0
69,5332,R/69/44,,12/2/2014,1,162,1,17,0,0,0,1,0,0
69,5333,R/69/47,,12/2/2014,0,181,1,2,0,0,0,1,0,0
69,5334,R/69/48,,12/2/2014,0,121,44,17,0,0,0,1,1,0
69,5337,R/69/53,,12/2/2014,0,181,0,2,0,0,0,1,0,0
69,5339,R/69/57,,12/2/2014,0,150,4,27,0,0,0,1,1,0
69,5340,R/69/58,,12/2/2014,0,139,24,19,0,0,0,1,1,0
69,5341,R/69/59,,12/2/2014,0,170,1,10,0,0,0,1,1,0
69,5343,R/69/62,,12/2/2014,0,180,0,2,0,0,0,1,1,0
69,5346,R/69/69,,12/2/2014,0,125,50,7,0,0,0,1,1,0
70,5394,R/70/5,,10/27/2015,1,191,2,0,0,0,0,0,0,1
70,5395,R/70/10,,11/17/2015,1,99,0,10,0,0,0,1,1,0
70,5396,R/70/12,,11/24/2015,1,102,8,57,0,1,1,0,0,0
70,5397,R/70/13,,11/24/2015,1,99,8,59,0,1,1,0,0,0
70,5398,R/70/14,,11/24/2015,0,155,7,7,0,0,1,0,0,0
70,5399,R/70/15,,11/24/2015,0,155,7,7,0,0,1,0,0,0
70,5400,R/70/16,,11/24/2015,0,153,7,8,0,0,1,0,0,0
70,5401,R/70/17,,11/24/2015,0,105,6,56,0,0,1,0,0,0
70,5402,R/70/22,,12/7/2015,0,128,3,45,0,0,0,0,0,0
70,5403,R/70/25,,12/7/2015,0,127,0,55,0,0,0,0,1,0
70,5404,R/70/26,,12/7/2015,0,179,0,2,0,0,0,1,0,0
70,5405,R/70/27,,12/7/2015,0,129,4,46,0,0,0,1,0,0
70,5406,R/70/28,,12/7/2015,0,176,0,3,0,0,0,1,1,0
70,5408,R/70/33,,12/7/2015,0,138,12,34,0,0,0,1,1,0
70,5409,R/70/34,,12/7/2015,0,140,26,17,0,0,0,1,1,0
70,5410,R/70/37,,12/7/2015,0,127,48,10,0,0,0,1,1,0
70,5411,R/70/38,,12/7/2015,0,121,48,12,0,0,0,1,1,0
70,5413,R/70/40,,12/7/2015,0,166,3,16,0,0,0,1,1,0
70,5414,R/70/41,,12/7/2015,0,174,0,4,0,0,0,1,0,0
70,5415,R/70/44,,12/7/2015,0,182,1,2,0,0,0,1,0,0
70,5416,R/70/45,,12/7/2015,0,178,4,1,0,0,0,1,1,0
70,5417,R/70/47,,12/7/2015,0,144,18,22,0,0,0,1,1,0
70,5419,R/70/50,,12/7/2015,0,132,36,16,0,0,0,1,1,0
70,5420,R/70/51,,12/7/2015,0,142,7,36,0,0,0,1,1,0
70,5421,R/70/52,,12/7/2015,0,127,43,15,0,0,0,1,1,0
70,5422,R/70/54,,12/7/2015,0,139,2,40,0,0,0,1,0,0
70,5425,R/70/57,,12/7/2015,0,133,23,28,0,0,0,1,1,0
70,5426,R/70/58,,12/7/2015,1,157,0,26,0,0,0,1,0,0
